periodico,fecha,titulo,texto,url
La Razón,2026-02-03 14:26:31,Lanchas armadas intentan interceptar un buque durante su tránsito por el estrecho de Ormuz,"Última hora de la guerra de Irán Un grupo de personas armadas a bordo de varias lanchas ha intentado interceptar este martes un buque en el estrecho de Ormuz, que separa el golfo de Omán y el golfo Pérsico, según ha denunciado el centro de Operaciones de Comercio Marítimo de Reino Unido (UKMTO). Archivo - Imagen por satélite tomada por la NASA del estrecho de Ormuz - -/The Visible Earth/NASA/dpa - Archivo. El organismo, vinculado a la Armada británica, ha señalado en un mensaje que el ""incidente"" habría tenido lugar 16 millas náuticas (cerca de 29,5 kilómetros) al norte de Omán, en la zona de entrada del Sistema de Separación de Tráfico en el estrecho de Ormuz, uno de los pasos comerciales más importantes del mundo . Así, ha detallado que "" un buque ha sido contactado por radio por numerosas pequeñas lanchas armadas "" y ha agregado que la embarcación ""ha ignorado el llamamiento a detenerse y ha continuado a través de su ruta planeada"". ""Las autoridades están investigando. Se recomienda a los buques que transiten con cautela y que informen al UKMTO de cualquier actividad sospechosa"", ha zanjado, sin que por ahora haya más detalles sobre el incidente o sobre quién estaría detrás del suceso. 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año",https://www.larazon.es/internacional/lanchas-armadas-intenta-interceptar-buque-transito-estrecho-ormuz_202602036981f7872f00a04688f553e1.html
La Razón,2026-02-04 14:13:29,Un F-35 derribó al dron iraní que se acercaba al portaaviones USS Lincoln,"Última hora de la guerra de Irán Un caza furtivo F-35C despegó este martes del portaaviones USS Abraham Lincoln para derribar un dron iraní que se acercaba peligrosamente. Las autoridades iraníes dijeron que perdieron el control del avión no tripulado, pero funcionarios estadounidenses aseguraron del dron detectaron pequeñas embarcaciones del Cuerpo de la Guardia Revolucionaria Islámica que hostigaron a un buque mercante con bandera estadounidense que transitaba por el estrecho de Ormuz. El caza de sexta generación derribó el dron iraní, un Shahed-139 , que tiene un diseño similar al del MQ-1 Predator estadounidense, posiblemente con munición. El USS Abraham Lincoln y su grupo de ataque llegaron al área de responsabilidad del Comando Central de EEUU en enero tras recibir la orden de dirigirse a la región desde el Pacífico. Un caza F-35C del Abraham Lincoln derribó el dron iraní en defensa propia y para proteger al portaaviones. El capitán de la Armada estadounidense Tim Hawkins, portavoz del Comando Central, dijo en un comunicado al medio The War Zone que ""el dron se acercó agresivamente a un portaaviones de la Armada estadounidense con intenciones poco claras"". El USS Abraham Lincoln navegaba por el Mar Arábigo a 800 kilómetros de la costa sur de Irán cuando el dron iraní maniobró innecesariamente hacia el buque, detalló Hawkins. El dron iraní continuó su vuelo hacia el buque a pesar de las medidas de distensión adoptadas por las fuerzas estadounidenses que operan en aguas internacionales. 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año Aunque no se sabe qué arma usó el F-35 para derribar al avión iraní, TWZ asegura que este caza puede llevar misiles AIM-9X Sidewinder, misiles aire-aire de alcance medio avanzado AIM-120 y otros proyectiles aire-superficie. Los F-35C ya han sido empleados en misiones contra drones en la región en el pasado, derribando amenazas aéreas no tripuladas lanzadas por rebeldes hutíes.",https://www.larazon.es/internacional/f35-derribo-dron-irani-que-acercaba-portaaviones-uss-lincoln_20260204698345f92f00a04688f73518.html
La Razón,2026-02-17 14:06:12,Irán anuncia el cierre del estrecho de Ormuz en plena escalada con Estados Unidos,"Última hora de la guerra de Irán Irán cerrará este martes “partes” del estratégico estrecho de Ormuz durante varias horas por la celebración de maniobras navales, informó la agencia Fars, vinculada con la Guardia Revolucionaria iraní. “Partes del estrecho de Ormuz permanecerán cerradas durante varias horas hoy para cumplir con los principios de seguridad y navegación durante el ejercicio 'Control Inteligente del estrecho de Ormuz'”, dijo en X Fars. Fars no ofreció más información de la duración del cierre ni de qué zonas estarán cerradas al tráfico marítimo. Las maniobras “Control Inteligente del estrecho de Ormuz” comenzaron ayer con buques de guerra, helicópteros, drones y misiles, centrado en la “reacción rápida” frente “a conspiraciones contra la seguridad”. La República Islámica ha amenazado en numerosas ocasiones con cerrar el estratégico estrecho por donde pasa el 20 % del petróleo mundial en momentos de tensiones con Occidente, la última vez hoy mismo. “La decisión de cerrar el estrecho de Ormuz corresponde a las máximas autoridades del sistema, y yo, como soldado, digo que estamos listos para hacerlo cuando nuestras autoridades lo ordenen”, dijo el comandante de la Armada de la Guardia Revolucionaria , el almirante Alireza Tangsiri, que se encuentra en el estrecho de Ormuz supervisando los ejercicios. El cierre parcial del estrecho se produce mientras Irán y Estados Unidos mantienen este martes una segunda ronda de negociaciones sobre el programa nuclear iraní que se celebran bajo las amenazas estadounidenses de intervenir militarmente contra la República Islámica si no se alcanza un acuerdo. El presidente estadounidense, Donald Trump, ordenó el despliegue del portaaviones USS Abraham Lincoln junto con su grupo de combate a aguas de Oriente Medio y ha ordenado el envío de otro más, el USS Gerald R. Ford , para presionar a Teherán. 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año Estados Unidos ya bombardeó las tres principales instalaciones nucleares en la guerra de los 12 días de junio entre Irán e Israel, que busca ahora la limitación del alcance de los misiles iraníes. Las negociaciones se producen en medio de uno de los momentos más tensos en los 47 años de la República Islámica tras unas protestas en las que murieron miles de personas y en las que se pedía el fin del sistema político fundado por el ayatolá Ruholá Jomeiní en 1979.",https://www.larazon.es/internacional/iran-anuncia-cierre-estrecho-ormuz-plena-escalada-estados-unidos_20260217699467c42f00a0468812d7da.html
La Razón,2026-03-03 09:25:21,El precio del gas se duplica en 48 horas por la amenaza iraní de cerrar Ormuz,"Última hora de la guerra de Irán El precio del gas natural en el mercado europeo sigue repuntando hoy un 24%, hasta superar los 57 euros el megavatio hora , lo que supone casi duplicar su valor en apenas dos sesiones como consecuencia de los ataques de Irán a los países del Golfo Pérsico socios de Estados Unidos y su amenaza de estrangular el Estrecho de Ormuz, por donde transita un tercio del gas y del crudo del mundo. Por su parte, la cotización del barril de petróleo Brent, el crudo de referencia de Europa, sigue al alza ante el aumento de las tensiones y este martes se revaloriza el 4%, hasta rozar los 81 dólares por barril, máximos desde junio de 2025. No obstante, la subida de este martes es más suave que la experimentada en la jornada previa, cuando el crudo brent llegó a dispararse un 10% tras el estallido de la guerra iniciada el pasado sábado entre Estados Unidos, Israel e Irán, y que ha escalado en toda la región de Oriente Medio. Los analistas explican que ante las tensiones en Oriente Medio, el foco se sitúa sobre el estrecho de Ormuz, por donde circula casi un 20% el tráfico de crudo mundial, y el miedo a que el conflicto pueda provocar una interrupción del suministro. La RAM no bajará de precio pronto: la crisis de componentes se podría extender a 2027 Esta noche, un general de la Guardia Revolucionaria iraní advirtió de que no dejarán pasar ""ni una gota de petróleo"" por el estrecho de Ormuz y de que prenderán fuego a cualquier barco que intente cruzar por esa vía estratégica. ""Prenderemos fuego a cualquier barco que intente cruzar el estrecho de Ormuz"", aseguró el general de brigada, Ebrahim Yabari, en una entrevista en la televisión estatal iraní acerca del estratégico paso por donde transita el 20 % del crudo mundial. Por su parte, el petróleo intermedio de Texas, el de referencia en Estados Unidos, sube a esta hora, antes de la apertura oficial del mercado, el 1,59 %, hasta los 72,36 dólares",https://www.larazon.es/economia/precio-gas-duplica-48-horas-amenaza-irani-cerrar-ormuz_2026030369a69af19243cc133c6e32ca.html
La Razón,2026-03-03 10:03:19,"Los mapas de la tormenta perfecta en Ormuz: un embudo con 240 buques varados, superpetroleros inmóviles y navieras en retirada","Última hora de la guerra de Irán Todo el mundo está pendiente de los 33 kilómetros que separan la costa sur de Irán y la península de Musandam en Omán/Emiratos Árabes Unidos, el lugar más angosto del Estrecho de Ormuz y solo un vistazo a la página MarineTraffic es suficiente para comprender por qué. Se trata de la radiografía de un atasco histórico por el ataque de Estados Unidos e Israel contra el régimen teocrático de Irán y la respuesta de los ayatolás regionalizando el conflicto con una lluvia de misiles y drones contra países aliados de EE UU en la región. El embudo es tal que en la vía por la que se mueve el 20% del suministro diario mundial de petróleo y una porción vital de gas natural licuado todo está congelado. Frente al puerto iraní de Bandar Abbas y ante las costas de Emiratos Árabes Unidos, los buques no avanzan . Están inmóviles, a la espera. Los datos confirman lo que la imagen sugiere. Según S&P Global, el tráfico marítimo ha caído entre un 40% y un 50% en cuestión de días. Hay alrededor de 240 barcos arracimados. Entre ellos, al menos 40 superpetroleros VLCC, con capacidad para cargar unos dos millones de barriles de crudo, permanecen inactivos. Despiden a un empleado de un banco con 22 años de antigüedad y percibiendo 6.620 euros al mes por crear 30 La misión naval europea Operación Aspides ha confirmado que los buques iraníes están recibiendo órdenes de la Guardia Revolucionaria iraní advirtiendo de que no se permite el paso por el estrecho. El resultado es un bloqueo efectivo que ya paraliza al menos 150 embarcaciones de crudo y gas natural licuado frente a las costas de Irak, Arabia Saudí y Catar. Según estimaciones de JPMorgan, si el cierre efectivo se prolonga más de 25 días, los productores se quedarán sin espacio para almacenar el crudo y tendrán que detener la producción física. Ese escenario implica pozos cerrados no por falta de demanda, sino por imposibilidad logística. La industria naviera ya ha empezado a replegarse. La francesa CMA CGM, tercer grupo mundial de transporte de contenedores, ha anunciado la suspensión inmediata de todos los transportes de mercancías peligrosas con origen o destino a trece países de Oriente Medio, entre ellos Irak, Baréin, Kuwait, Yemen, Catar, Omán, Emiratos Árabes Unidos, Arabia Saudí, Jordania, Egipto (puerto de Ain Sokhna), Yibuti, Sudán y Eritrea. La RAM no bajará de precio pronto: la crisis de componentes se podría extender a 2027 Mojtaba Jamenei, en estado ""grave"" e ""inconsciente"" en un hospital de la ciudad sagrada de Qom La compañía, con sede en Marsella, justifica la decisión en la necesidad de ""garantizar la integridad de la carga, la estabilidad operativa y la seguridad de los equipos"". No está sola. Maersk y Mediterranean Shipping Company ( MSC ) ya habían anunciado la suspensión temporal de la circulación por Ormuz. El efecto dominó es evidente: menos tránsito, más congestión, más costes. Las tarifas de flete para la ruta principal desde Oriente Medio hacia Asia, medidas por el índice TD3C, se han triplicado desde comienzos de 2026 y marcan máximos de seis años. A la tormenta logística se suma la retirada de las aseguradoras. Entidades como Gard, Skuld, NorthStandard y el grupo japonés MS&AD han anunciado la cancelación de la cobertura de riesgo de guerra en la región a partir del 5 de marzo. Sin seguro, no hay navegación comercial posible. Es la tormenta perfecta: riesgo militar, costes desbocados y cobertura evaporándose. En Asia, la preocupación es palpable. Japón ha ordenado a sus navieras que suspendan las entradas de buques al golfo Pérsico. El portavoz gubernamental, Minoru Kihara, ha confirmado que se ha instruido a los barcos y tripulaciones para que se abstengan de entrar en la zona y que los que ya están dentro fondeen en lugares seguros. Al menos 42 barcos vinculados con Japón permanecen retenidos, con 23 ciudadanos japoneses a bordo de cuatro buques a la espera de autorización. Tokio intenta enviar un mensaje de calma. Japón importa alrededor del 90% de su petróleo desde Oriente Medio , pero asegura contar con reservas de crudo para 254 días entre el sector público y privado y con gas natural licuado para unas tres semanas. De momento, no hay problemas de suministro eléctrico o de gas.",https://www.larazon.es/economia/mapas-tormenta-perfecta-ormuz-embudo-240-buques-varados-superpetroleros-inmoviles-navieras-retirada_2026030369a6a3d71817b41eb66ddd4f.html
La Razón,2026-03-04 08:32:43,El plan de Trump para reabrir el Estrecho de Ormuz con buques de la Armada de EEUU tiene un problema,"Última hora de la guerra de Irán La Guardia Revolucionaria de Irán ha dicho que controla el Estrecho de Ormuz y que cualquier embarcación que intente pasar por la vía marítima corre el riesgo de sufrir daños por misiles o drones. Este movimiento ha generado un problema económico de enorme magnitud. Donald Trump ha dicho que tiene un plan para evitar que el precio de los combustibles se dispare tras el inicio de la guerra con Irán. El coste del barril de Brent sigue aumentado y se acerca a los 85 dólares mientras que el gas natural ha crecido casi un 40% desde el sábado. La clave para frenar esta carrera alcista está en el estrecho de Ormuz . La Casa Blanca quiere arrebatarle el dominio de este paso marítimo clave, por el que transitan hasta el 20% de los combustibles que se produce en el mundo. Para ello el presidente americano quiere que la Armada de su país escolte a los buques comerciales a través de Ormuz. Esto exigiría que los buques de guerra estadounidenses transitaran por el Estrecho, desviándolos de otras zonas donde ahora están desplegados. Además, los buques quedarían confinados en canales de apenas tres kilómetros de ancho, convirtiéndose en blancos fáciles para misiles hipersónicos, drones kamikaze y minas navales iraníes. Expertos militares creen que este movimiento produciría sin duda bajas militares estadounidenses. ""Si es necesario, la Armada de los Estados Unidos comenzará a escoltar petroleros a través del Estrecho de Ormuz, lo antes posible "", escribió el presidente Trump en una publicación en su red social Truth Social. ""Con efecto inmediato, he ordenado a la Corporación Financiera para el Desarrollo de los Estados Unidos que proporcione, a un precio muy razonable, seguros y garantías contra riesgos políticos para la seguridad financiera de todo el comercio marítimo, especialmente el energético, que transita por el Golfo"", escribió también. ""Esto estará disponible para todas las líneas navieras"". 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año El estrecho de Ormuz, que une el golfo Pérsico con el golfo de Omán, tiene tan solo 20 millas náuticas de ancho (37 km) en su punto más angosto . Una parte importante de esta vía marítima se halla dentro de las aguas nacionales de Irán, que también se superponen con las de Omán. En condiciones normales, el tráfico marítimo fluye a través de un par de rutas establecidas de tres kilómetros de ancho. Unos 3.000 buques, incluyendo petroleros y portacontenedores, la atraviesan cada mes. Según explica The War Zone, esta no es la primera vez que Estados Unidos decide escoltar buques comerciales en la región . La Armada estadounidense hizo precisamente esto a finales de la década de 1980 durante la guerra entre Irán e Irak. Hasta 30 buques de guerra estadounidenses escoltaban entonces a barcos comerciales hacia y desde el Golfo Pérsico. Países como China e India están sufriendo ya las consecuencias del cierre del estrecho. India, un país con más de 1.400 millones de habitantes, importa el 88% del petróleo crudo que necesita para satisfacer sus necesidades energéticas, y alrededor del 40% proviene de Oriente Medio, a través de Ormuz.",https://www.larazon.es/internacional/plan-trump-reabrir-estrecho-ormuz-tiene-grave-problema_2026030469a7e01be1ff634075d6f071.html
La Razón,2026-03-04 11:03:15,Semana Santa de infarto: el bloqueo de Irán a Ormuz devuelve el fantasma de la gasolina y el diésel a dos euros el litro,"Última hora de la guerra de Irán El fantasma de 2022 vuelve a sobrevolar las gasolineras españolas. Las colas son habituales aunque no hay riesgo de desabastecimiento, sino temor a que los precios varíen camino de los dos euros el litro en pocos días. La escalada bélica en torno al Estrecho de Ormuz , arteria clave por la que transita cerca de una quinta parte del crudo mundial, ha desatado una sacudida en los mercados energéticos que ya se deja sentir en el petróleo y el gas y que amenaza con trasladarse, en cuestión de semanas, al surtidor. El barril de Brent de referencia en Europa cotiza en 83,3 dólares, tras subir un 2,4% en la última sesión y acumular un 17% de escalada en apenas una semana. En la jornada llegó a tocar los 85,12 dólares. El salto es aún mayor si se compara con el cierre de 2025 (61,92 dólares): un 33% más caro en apenas tres meses. El gas tampoco da tregua. Los futuros del TTF europeo rondan los 55 euros por megavatio hora (MWh), con picos por encima de 65 euros y un encarecimiento del 76% en solo una semana. Desde comienzos de año, el alza supera el 100%. Un dueño de gasolinera y un experto del sector chocan tras la falta de bajada tras la tregua con Irán: ""Compro De momento, el impacto en España es limitado. Antes de la última escalada en Oriente Medio, el 23 de este mes, la gasolina se pagaba a 1,4712 euros el litro y el gasóleo a 1,4232 euros. Una semana después apenas han subido en torno a un céntimo y medio , hasta 1,4842 y 1,4387 euros respectivamente. La Organización de Consumidores y Usuarios (OCU) estima que, con los niveles actuales del Brent -en el entorno de los 82-83 dólares- el litro podría encarecerse entre 8 y 10 céntimo s en las próximas dos semanas, siempre que el crudo se mantenga estable en estos valores. Eso situaría la gasolina en el entorno de 1,56-1,60 euros y el diésel cerca de 1,52 euros. Pero el mercado mira más allá. Si el conflicto se agudiza y se produce un bloqueo efectivo y sostenido en Ormuz, el Brent podría tensionarse rápidamente hacia lo s 95 o incluso 100 dólares por barril. En ese escenario, el traslado al surtidor sería mucho más severo. La RAM no bajará de precio pronto: la crisis de componentes se podría extender a 2027 Mojtaba Jamenei, en estado ""grave"" e ""inconsciente"" en un hospital de la ciudad sagrada de Qom La referencia inevitable es la guerra en Ucrania. Tras la invasión rusa en febrero de 2022, el Brent llegó a superar los 120 dólares por barril en marzo de ese año. En España, el precio medio de la gasolina sin plomo 95 rozó los 2,15 euros por litro en junio de 2022, mientras que el gasóleo llegó a situarse en torno a 2,10 euros , máximos históricos hasta la fecha. Para volver a esos niveles en el surtidor sería necesario un repunte sostenido del crudo claramente por encima de los 110-120 dólares, unido a un euro débil frente al dólar y a tensiones adicionales en el refino y la logística. Hoy, con el Brent en el entorno de 83 dólares, el escenario base no apunta todavía a esos extremos. La proximidad de la Semana Santa y el alza de los costes de los desplazamientos y los vuelos no parece que vaya a permitir en tan escaso margen de tiempo que los combustibles escalen hasta los dos euros, pero todo dependerá de la intensidad de la crisis. Sin embargo, el precedente está ahí y a tenor de la respuesta iraní de extender el conflicto a todo Oriente Medio y la Península Arábiga parece que la crisis no será relámpago. De ser así, el Gobierno podría retomar las medidas que puso en marcha para paliar el alza de los combustibles. En 2022, Hacienda activó un paquete de 16.000 millones de euros para amortiguar el golpe, incluyendo una bonificación general de 20 céntimos por litro. La patronal Asociación del Transporte Internacional por Carretera (Astic) ya ha solicitado al Ministerio de Transportes que prepare un mecanismo automático de ayudas si el precio medio del gasóleo sube un 10% en dos o tres semanas o si se produce una crisis de suministro. El diésel representa cerca de un tercio de los costes operativos de las empresas de transporte. Aunque solo el 5% del petróleo que llega a España pasa por Ormuz , los precios se fijan en mercados internacionales: cualquier estrangulamiento en el Golfo Pérsico se refleja casi de inmediato en las cotizaciones. La bajada tarda bastante más en trasladarse.",https://www.larazon.es/economia/semana-santa-infarto-bloqueo-iran-ormuz-devuelve-fantasma-gasolina-diesel-dos-euros-litro_2026030469a803636cf703292f6013a6.html
La Razón,2026-03-05 08:25:01,Una fuerte explosión en un buque cerca del estrecho de Ormuz provoca el vertido de petróleo,"Última hora de la guerra de Irán La agencia británica de Operaciones Comerciales Marítimas (UKMTO, en inglés) informó este jueves de una gran explosión frente a la costa meridional de Kuwait , que provocó el derramamiento de petróleo en el mar, mientras la tripulación se encuentra a salvo. UKMTO indicó hoy en un comunicado que recibió notificación de un incidente a unas 30 millas náuticas (unos 55,5 kilómetros) de la costa sureste de Mubarak al-Kabeer, en Kuwait, en el Golfo Pérsico. El Ministerio del Interior del país, sin embargo, se pronunció después para decir que el incidente sucedió fuera de las aguas territoriales de Kuwait , a más de 60 kilómetros (32 millas náuticas) de su orilla. El capitán de un petrolero anclado informó el haber visto y oído una ""gran explosión"" y a una pequeña tripulación abandonar la zona. Según la fuente, se pudo ver petróleo derramándose en el agua , y la embarcación, de la que no se ofrecieron más detalles, fue sacada del agua con toda la tripulación a salvo. 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año El derramamiento de crudo puede tener impacto medioambiental, advierte. No es el primer incidente en la zona, después de que las autoridades iraníes amenazaran con no permitir el paso por el estrecho de Ormuz, que conecta el Golfo Pérsico con el de Omán. Este miércoles la misma agencia británica reportó tres ataques o actividades sospechosas contra la navegación en la zona. 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año De Ucrania al Golfo: los drones baratos que tumbaron Shaheds iraníes ya defienden a EE UU Un buque portacontenedores fue golpeado por un proyectil desconocido justo por encima de la línea de flotación, desatando un incendio en la sala de máquinas, sin que se reportaran víctimas humanas ni daños ambientales en el incidente, que ocurrió dos millas náuticas al norte Omán. Asimismo, la UKMTO informó de un ""ataque"" contra un buque al este de Fujairah, en Emiratos Árabes Unidos (EAU), horas después de informar de una ""actividad sospechosa"" cerca del estrecho de Ormuz, después de que el capitán de otro buque informara de una fuerte explosión en las proximidades de su embarcación. El general de brigada Ebrahim Yabari, de la Guardia Revolucionaria iraní, advirtió el martes en la televisión estatal de que no permitirán que ""ni una sola gota de petróleo"" salga de la región y que prenderán fuego a cualquier barco que intente cruzar el estrecho de Ormuz.",https://www.larazon.es/internacional/fuerte-explosion-buque-cerca-estrecho-ormuz-provoca-vertido-petroleo_2026030569a92fcde1ff634075d93980.html
La Razón,2026-03-05 09:13:41,Irán dice que ha atacado un petrolero de EE UU y proclama que tiene el control del estrecho de Ormuz,"Última hora de la guerra de Irán La Guardia Revolucionaria iraní afirmó este jueves que ha atacado un petrolero de Estados Unidos al norte del golfo Pérsico y que el buque se encuentra en llamas. “El petrolero estadounidense fue alcanzado en la madrugada de hoy por combatientes de la fuerza naval del Cuerpo de la Guardia Revolucionaria en el norte del Golfo Pérsico y actualmente se encuentra en llamas” , dijo el cuerpo militar de élite en un comunicado, informa Efe. La información del ataque no pudo ser confirmada de manera independiente. La Guardia Revolucionaria iraní afirmó además este jueves que el estrecho de Ormuz está bajo el control de la República Islámica según las leyes internacionales y avisó de que los buques que no cumplan con los protocolos “podrían ser atacados o hundidos”. 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año “Conforme a las leyes y resoluciones internacionales en tiempos de guerra las normas de tránsito por el estrecho de Ormuz estarán bajo control de la República Islámica de Irán”, dijo a televisiones locales el general de brigada Kiumars Heidari, subcomandante de la Base Jatam al Anbiya, el comando central unificado de las Fuerzas Armadas iraníes. El militar dijo que su país aplica “protocolos internacionales"" a los buques que transitan por el estrecho y los que no los cumplan “podrían ser atacados o hundidos”. Irán afirma que no ha cerrado el estrecho, pero ha atacado al menos a otro petrolero, el 'Athens Nova', que calificó de ""aliado de Estados Unidos"", y que ardió al ser alcanzado por dos drones. 290 millones robados en un solo golpe: Corea del Norte orquesta el ciberatraco del año Europa puede enfrentarse a inviernos extremos: la corriente atlántica AMOC se debilita Horas antes se habían registrado al menos dos explosiones en barcos en la zona, una de las cuales, a 60 millas de las costas de Kuwait, ha provocado un vertido de petróleo. Mientras, el presidente de Estados Unidos, Donald Trump, ha anunciado este martes que Estados Unidos tomará medidas para garantizar la libre circulación de los buques mercantes en el Golfo Pérsico, incidiendo en que ""si es necesario"" la Marina estadounidense escoltará a petroleros en el estrecho de Ormuz , paso clave para el comercio energetico mundial que se encuentra en manos de Irán. ""Si es necesario, la Marina de Estados Unidos comenzará a escoltar a los petroleros a través del estrecho de Ormuz lo antes posible"", ha afirmado el presidente norteamericano en un mensaje en redes sociales, en el que ha subrayado que ""pase lo que pase"", Washington va a ""garantizar"" el ""libre flujo de energía al mundo"", informa Europa Press. ""El poder económico y militar de Estados Unidos es el más grande del mundo. Se tomarán más medidas"", ha proclamado el inquilino de la Casa Blanca tras señalar que movilizará fondos ""de inmediato"" de la Corporación Financiera de Desarrollo Internacional de Estados Unidos (DFC) para dar seguros a ""todo el comercio marítimo"" en el golfo Pérsico. Con el acento puesto, en particular, en garantizar las transacciones energéticas, Trump ha ordenado que la DFC ""proporcione, a un precio muy razonable, seguros contra riesgos políticos y garantías para la seguridad financiera de todo el comercio marítimo, especialmente el energético, que transite por el Golfo"". El mandatario norteamericano ha indicado que esta medida estará disponible para ""todas las compañías navieras"" que transiten esta zona. La preocupación de los países occidentales va en aumento ante las repercusiones comerciales a la escalada regional en la guerra en Irán, después de que Teherán haya tomado represalias contra los ataques masivos de Estados Unidos e Israel. En la misma línea, Francia ha ordenado que el portaaviones Charles de Gaulle, sus medios aéreos y su escolta de fragatas se dirijan hacia el Mediterráneo para garantizar el tráfico marítimo en el canal de Suez. La operación ha dejado hasta la fecha cerca de 800 muertos en Irán, según ha confirmado este mismo martes la Media Luna Roja, incluyendo el líder supremo iraní, el ayatolá Alí Jamenei, eliminado en la primera jornada de la ofensiva.",https://www.larazon.es/internacional/iran-dice-que-atacado-petrolero-estados-unidos-golfo-persico_2026030569a93b35e1ff634075d94a1f.html
La Razón,2026-03-08 00:30:15,La principal ruta marítima de transporte de crudo pasa por el Estrecho de Ormuz,"Última hora de la guerra de Irán Un total de 5,97 millones de barriles de petróleo llegaron en 2025 a los puertos chinos desde el Golfo Pérsico El Estrecho de Ormuz es la parte más estrecha del Golfo Pérsico, rebautizado como Golfo Arábigo por los países árabes situados en la orilla oeste y sur, tras la «Guerra del Golfo». En la parte norte del golfo se ubica Irán, la antigua Persia, y al sur Omán y Emiratos Árabes. La longitud de este estrecho es de 167 kilómetros, en su parte más angosta solo mide 39 kilómetros, lo que significa que los iraníes pueden atacar cualquier buque que se adentre en el mismo. El alcance de los misiles antibuque que poseen los ayatolás tiene un rango de 290 kilómetros. Es el modelo chino CM-302. Se trata de una copia del misil ruso Yakhont, por lo que pueden lanzar esta arma contra objetivos navales desde más de 200 kilómetros tierra adentro. Otra alternativa de bloqueo es el minado de esta zona, lo que imposibilitaría el tráfico marítimo durante semanas hasta que los buques cazaminas occidentales las desactivaran y se establecieran «pasillos» seguros tras el desminado. Irán ha tenido que renunciar al ataque a la navegación con cazabombarderos y navíos, ya que estos han sido eliminados por la coalición EE UU-Israel. Por lo tanto, volver a transitar estas aguas pasa por la acción militar de acabar de eliminar lanzaderas y misiles, así como acabar con cualquier mínima capacidad de Irán de implementar una guerra de minas navales. Cerca de 300 petroleros se han quedado atrapados. Se localizan una semana después de iniciada la operación «Furia Épica», fondeados a ambos lados del estrecho, en los alrededores de los puertos de Omán, Emiratos Árabes Unidos, Arabia Saudí, Kuwait y Qatar, en el lado sur, y algunos alrededor de Bandar Abbas, en Irán, en la vertiente norte. No se atreven a cruzar el estrecho. Unos pretendían salir al Índico, mayoritariamente con petróleo y gas natural; otros de vacío se dirigían a las terminales petrolíferas a llenar sus tanques. En lo que llevamos de siglo, Arabia Saudí ha habilitado dos importantes oleoductos que eluden el Estrecho de Ormuz. Tanto el que procede de Irak como el que tiene su origen en Bahrein y Catar, que cruzan la península arábiga y terminan en puertos del Mar Rojo. También Emiratos ha construido un oleoducto que lleva el crudo a la costa del Índico de Omán, evitando Ormuz. Pero a pesar de estos desvíos de petróleo hacia los puertos del Mar Rojo, el 20% del crudo que se exporta del planeta aún tiene que pasar por el Estrecho de Ormuz, pero es China la que más sufre, ya que el 45% de las importaciones de petróleo chinas proceden del Golfo. Un total de 5,97 millones de barriles llegaron en 2025 a los puertos chinos desde esta zona del mundo. Pero hay otra vía marítima próxima al Golfo que arrastra serios problemas desde 2024, debido a los ataques terroristas de los hutíes de Yemen, que han causado que el tráfico marítimo del canal se haya reducido en dos tercios. El cuello de botella se detecta en el estrecho de Bab el-Mandeb, entrada al Mar Rojo desde el Golfo de Adén. Una vez pacificado el golfo arábigo, la tarea siguiente será eliminar la amenaza hutí, así como los restos de Hamás y Hezbolá. Con ello, Oriente Próximo comenzará una era de paz no conocida desde hace décadas y Trump podrá postularse para el premio Nobel. La ruta alternativa al Golfo Arábigo y al Canal de Suez es la circunvalación de África, por el cabo de Buena Esperanza, pero esto ocasiona sobrecostes e incrementos en los tiempos de navegación. En días, esta ruta se incrementa entre 10 y 14 jornadas de navegación, dependiendo del tipo de buque y de las condiciones climatológicas. Los sobrecostes son debidos al mayor gasto de combustible, los costes operativos y el salario de la tripulación. Además, se pueden producir cuellos de botella en los puertos de la ruta. La llegada a la zona de la fragata más moderna y mejor equipada de la Armada Española, la Cristóbal Colón (F-105), que es en realidad un destructor antiaéreo de los más avanzados del mundo, cuenta entre su armamento con los misiles antiaéreos y antimisil Standard SM-2 Block IIIB/IV. Su alcance es de 230 kilómetros, por lo que puede extender su protección, desde Chipre, a Israel e incluso al Canal de Suez. ¿Sánchez negará que nuestra fragata abra fuego e intercepte un misil iraní que, por ejemplo, tenga Haifa como objetivo? Moreno y la estabilidad de Andalucía El juego de azar de la mayoría absoluta del PP en Andalucía La viñeta de Caín 21 abril 2026 Retrato de un liderazgo político integrador",https://www.larazon.es/opinion/principal-ruta-maritima-transporte-crudo-pasa-estrecho-ormuz_2026030869acb507e1ff634075de8e0c.html
